31102105    Literary 	68.9
38111135	Literary 	64
38111136	Literary 	90.7
38111137	Literary 	66.7
38111138	Literary 	76.4
38111139	Literary 	87.9
38111140	Literary 	80.4
38111141	Literary 	78.6
38111142	Literary 	57.7
38111143	Literary 	62.7
38111145	Literary 	88.3
38111147	Literary 	78.9
38111148	Literary 	54
38111149	Literary 	88.4
38111150	Literary 	76.7
38111151	Literary 	78.4
38111152	Literary 	64.9
38111153	Literary 	95.6
38111154	Literary 	73
38111155	Literary 	80.4
38111156	Literary 	85.4
38111159	Literary 	54.9
38111160	Literary 	56
38111161	Literary 	64.1
38111162	Literary 	70
38111163	Literary 	67.9
38111164	Literary 	65.6
38111166	Literary 	74.7
38111167	Literary 	77.4
38111168	Literary 	77.7
38111169	Literary 	65.6
38111171	Literary 	94.1
38111172	Literary 	86.1
38111173	Literary 	68.1
38111174	Literary 	73.3
38111175	Literary 	74
38111176	Literary 	88.7
38111177	Literary 	65.7
38111180	Literary 	82.7
38111183	Literary 	79.7
38111184	Literary 	54
38111185	Literary 	82.3
38111187	Literary 	64.4
38111189	Literary 	62.6
38111190	Literary 	77.6
38111191	Literary 	85.4
38111192	Literary 	65
38111193	Literary 	75.3
38111195	Literary 	88.1
38111196	Literary 	79.6
38111198	Literary 	95
38111199	Literary 	57.4
38111200	Literary 	65.7
38111201	Literary 	80.3
38111203	Literary 	62.6
38111204	Literary 	54.6
38111205	Literary 	57.3
38111206	Literary 	70.9
38111207	Literary 	55
38111208	Literary 	78.6
38111211	Literary 	54.4
38111212	Literary 	52.7
38111213	Literary 	63.7
38111214	Literary 	52.1
38111215	Literary 	89
38111216	Literary 	58.4
38111218	Literary 	74.7
38111220	Literary 	93.9
38111221	Literary 	87.9
38111222	Literary 	69.7
38111224	Literary 	79.6
38111225	Literary 	68.6
38111226	Literary 	70.9
38111227	Literary 	59.9
38111229	Literary 	92.1
38111230	Literary 	55.7
38111231	Literary 	57.6
38111233	Literary 	85.3
38111234	Literary 	88.7
38111235	Literary 	66.3
38111240	Literary 	96.1
38111241	Literary 	70.1
38111242	Literary 	84.6
38111243	Literary 	76.4
38111245	Literary 	60
38111246	Literary 	72
38111248	Literary 	80.7
38111249	Literary 	68
38111250	Literary 	77.3
38111251	Literary 	65.9
38111253	Literary 	89.4
38111254	Literary 	73.9
38111255	Literary 	69.3
38111256	Literary 	83.3
38111257	Literary 	89.6
38111258	Literary 	91.3
38111259	Literary 	90.4
38111260	Literary 	60
38111262	Literary 	74.3
38111263	Literary 	68
38111264	Literary 	64.3
38111265	Literary 	93.1
38111267	Literary 	70.3
38111268	Literary 	74
38111269	Literary 	79
38111270	Literary 	90
38111271	Literary 	70.9
38111274	Literary 	79.3
38111276	Literary 	66
38111277	Literary 	76.9
38111278	Literary 	82.3
38111279	Literary 	87.1
38111281	Literary 	85.1
38111282	Literary 	73.3
38111283	Literary 	75.1
38111284	Literary 	73.4
38111285	Literary 	90.7
38111286	Literary 	70.7
38111287	Literary 	89.1
38111289	Literary 	69.3
38111290	Literary 	69.3
38111291	Literary 	57.4
38111292	Literary 	68
38111293	Literary 	79.7
38111294	Literary 	87.4
38111295	Literary 	58.3
38111296	Literary 	80.4
38111298	Literary 	91.3
38111299	Literary 	90.4
38111300	Literary 	64.4
38111301	Literary 	76
38111302	Literary 	66.9
38111303	Literary 	95.4
38111305	Literary 	94.4
38111306	Literary 	67.9
38111307	Literary 	63.4
38111308	Literary 	65.7
38111309	Literary 	75.1
38111310	Literary 	60.9
38111312	Literary 	64.3
38111314	Literary 	91.3
38111315	Literary 	69
38111317	Literary 	86.1
38111318	Literary 	66.3
38111319	Literary 	65.3
38111320	Literary 	70
38111321	Literary 	72.4
38111324	Literary 	64.4
38111325	Literary 	61.4
38111326	Literary 	61.3
38111327	Literary 	65.4
38111329	Literary 	67.4
38111331	Literary 	84.3
38111334	Literary 	69.7
38111335	Literary 	61.1
38111336	Literary 	82.4
38111337	Literary 	72.3
38111339	Literary 	65.9
38111340	Literary 	77.1
38111341	Literary 	61.1
38111342	Literary 	72.1
38111343	Literary 	86.3
38111345	Literary 	70.3
38111347	Literary 	72.4
38111348	Literary 	68.1
38111355	Literary 	61.4
38111357	Literary 	79
38111358	Literary 	65.1
38111359	Literary 	54.3
38111361	Literary 	79.1
38111362	Literary 	78.1
38111363	Literary 	60
38111364	Literary 	79.4
38111365	Literary 	60.9
38111366	Literary 	84.7
38111367	Literary 	77.3
38111369	Literary 	84.3
38111370	Literary 	85
38111371	Literary 	60.9
38111372	Literary 	75.4
38111373	Literary 	88.3
38111375	Literary 	68.9
38111376	Literary 	52
38111377	Literary 	84
38111378	Literary 	64.6
38111379	Literary 	62.9
38111380	Literary 	90.7
38111381	Literary 	75.1
38111382	Literary 	77.3
38111383	Literary 	74.4
38111384	Literary 	82
38111385	Literary 	80.4
38111386	Literary 	84.9
38111387	Literary 	61.6
38111388	Literary 	87.3
38111389	Literary 	75.4
38111390	Literary 	91.7
38111391	Literary 	55.6
38111392	Literary 	65.3
38111393	Literary 	72.3
38111394	Literary 	67
38111396	Literary 	64.1
38111397	Literary 	64.6
38111398	Literary 	62
38111399	Literary 	65.4
38111401	Literary 	91
38111402	Literary 	86.3
38111403	Literary 	72.3
38111404	Literary 	80.4
38111405	Literary 	66.6
38111408	Literary 	78.7
38111409	Literary 	77.9
38111411	Literary 	95.3
38111412	Literary 	71
38111414	Literary 	90.1
38111415	Literary 	75.9
38111417	Literary 	77.3
38111418	Literary 	61
38111419	Literary 	85.1
38111420	Literary 	68.9
38111425	Literary 	74.9
38111427	Literary 	85
38111428	Literary 	64.6
38111429	Literary 	71.4
38111430	Literary 	95.7
38111431	Literary 	56.6
38111432	Literary 	92.7
38111433	Literary 	87.6
38111435	Literary 	82.6
38111436	Literary 	61.1
38111437	Literary 	81
38111441	Literary 	88
38111442	Literary 	75.4
38111443	Literary 	55.6
38111445	Literary 	74.7
38111446	Literary 	63.7
38111447	Literary 	74.9
38111448	Literary 	61.4
38111449	Literary 	58.1
38111450	Literary 	56.4
38111453	Literary 	72.7
38111454	Literary 	71.4
38111455	Literary 	70.4
38111456	Literary 	80.4
38111457	Literary 	57.4
38111458	Literary 	73.7
38111459	Literary 	87.9
38111460	Literary 	95.3
38111462	Literary 	72.4
38111463	Literary 	81.6
38111465	Literary 	67.6
38111466	Literary 	91.7
38111467	Literary 	65.7
38111470	Literary 	89.6
38111471	Literary 	69.3
38111473	Literary 	84.6
38111474	Literary 	92.4
38111475	Literary 	70.1
38111477	Literary 	79.1
38111480	Literary 	80.9
38111481	Literary 	52.3
38111482	Literary 	97.1
38111484	Literary 	78.3
38111485	Literary 	79.1
38111486	Literary 	73.4
38111488	Literary 	75
38111489	Literary 	82.3
38111490	Literary 	67.6
38111491	Literary 	78.1
38111492	Literary 	91.1
38111494	Literary 	92.6
38111496	Literary 	89
38111498	Literary 	68.4
38111499	Literary 	74.4
38111500	Literary 	62.1
38111501	Literary 	84.9
38111503	Literary 	60.9
38111504	Literary 	64.6
38111505	Literary 	89
38111506	Literary 	67.7
38111507	Literary 	80.3
38111509	Literary 	92
38111511	Literary 	71.3
38111512	Literary 	80
38111514	Literary 	96
38111515	Literary 	75
38111516	Literary 	78.3
38111517	Literary 	73.1
38111518	Literary 	64.9
38111520	Literary 	84.3
38111521	Literary 	92.7
38111523	Literary 	73.4
38111524	Literary 	59.6
38111525	Literary 	56.3
38111527	Literary 	75.4
38111530	Literary 	76
38111531	Literary 	85.1
38111532	Literary 	85.9
38111534	Literary 	74.9
38111535	Literary 	57.1
38111536	Literary 	69.6
38111537	Literary 	66.9
38111538	Literary 	85.1
38111539	Literary 	65
38111540	Literary 	62.7
38111541	Literary 	72.4
38111542	Literary 	64.6
38111543	Literary 	75.7
38111547	Literary 	86
38111548	Literary 	67.4
38111549	Literary 	82.1
38111550	Literary 	91.7
38111551	Literary 	94.7
38111552	Literary 	60
38111554	Literary 	59.9
38111555	Literary 	80.1
38111556	Literary 	65.7
38111558	Literary 	77
38111559	Literary 	96
38111560	Literary 	88
38111563	Literary 	56.1
38111566	Literary 	66.1
38111567	Literary 	92.6
38111568	Literary 	67.4
38111569	Literary 	82.4
38111570	Literary 	97.9
38111571	Literary 	59.3
38111572	Literary 	87.7
38111573	Literary 	73.1
38111574	Literary 	59.3
38111575	Literary 	63.1
38111577	Literary 	72.7
38111578	Literary 	66.1
38111579	Literary 	97
38111580	Literary 	94.9
38111581	Literary 	67.9
38111582	Literary 	66.6
38111583	Literary 	66.6
38111584	Literary 	79
38111585	Literary 	88.7
38111586	Literary 	77.9
38111587	Literary 	77.7
38111588	Literary 	89
38111589	Literary 	66.6
38111590	Literary 	90
38111591	Literary 	86.1
38111592	Literary 	62.1
38111593	Literary 	97
38111596	Literary 	74.1
38111597	Literary 	93.6
38111598	Literary 	69.9
38111600	Literary 	73.7
38111601	Literary 	78.9
38111602	Literary 	83.9
38111603	Literary 	92
38111604	Literary 	86
38111605	Literary 	65.4
38111606	Literary 	58.7
38111607	Literary 	77.7
38111608	Literary 	55.7
38111610	Literary 	81.7
38111611	Literary 	81.6
38111612	Literary 	64.1
38111613	Literary 	85.3
38111614	Literary 	63.4
38111615	Literary 	90.1
38111616	Literary 	78.9
38111617	Literary 	81.9
38111619	Literary 	84.3
38111620	Literary 	81.9
38111621	Literary 	80
38111622	Literary 	55
38111624	Literary 	55.9
38111625	Literary 	89.4
38111626	Literary 	82.9
38111627	Literary 	60.7
38111628	Literary 	79.1
38111629	Literary 	73.9
38111630	Literary 	79
38111632	Literary 	75.3
38111633	Literary 	86.1
38111635	Literary 	70
38111639	Literary 	95.3
38111642	Literary 	75.4
38111644	Literary 	64.9
38111645	Literary 	88.4
38111646	Literary 	76.6
38111648	Literary 	91
38111649	Literary 	91.6
38111650	Literary 	69.4
38111651	Literary 	56.7
38111652	Literary 	72.6
38111653	Literary 	88
38111654	Literary 	65.6
38111655	Literary 	96.9
38111656	Literary 	86.4
38111659	Literary 	92.3
38111660	Literary 	56
38111662	Literary 	93.9
38111663	Literary 	78.1
38111664	Literary 	94.9
38111665	Literary 	76.3
38111666	Literary 	88.7
38111667	Literary 	74.1
38111669	Literary 	92.7
38111670	Literary 	68.9
38111671	Literary 	75.6
38111672	Literary 	91
38111673	Literary 	88.4
38111674	Literary 	59.9
38111675	Literary 	77.9
38111676	Literary 	93.7
38111677	Literary 	84.6
38111678	Literary 	68
38111679	Literary 	74.9
38111680	Literary 	65.1
38111682	Literary 	64.7
38111683	Literary 	68.6
38111684	Literary 	94
38111685	Literary 	82.1
38111686	Literary 	75
38111687	Literary 	90.1
38111689	Literary 	88
38111690	Literary 	89.4
38111691	Literary 	74.9
38111693	Literary 	67.7
38111694	Literary 	70.6
38111695	Literary 	73.9
38111696	Literary 	70
38111697	Literary 	93.7
38111698	Literary 	77.3
38111699	Literary 	73.3
38111700	Literary 	88.3
38111701	Literary 	81.9
38111702	Literary 	91.3
38111704	Literary 	91.4
38111705	Literary 	61.4
38111706	Literary 	76.1
38111707	Literary 	79.9
38111710	Literary 	57.7
38111711	Literary 	92.1
38111712	Literary 	60.9
38111714	Literary 	82.4
38111715	Literary 	78.4
38111716	Literary 	66
38111717	Literary 	75.9
38111718	Literary 	86
38111719	Literary 	78.3
38111721	Literary 	84.9
38111722	Literary 	58.6
38111723	Literary 	85.3
38111724	Literary 	86.7
38111725	Literary 	88.4
38111726	Literary 	86
38111727	Literary 	86.1
38111728	Literary 	72.7
38111730	Literary 	75.3
38111731	Literary 	63.4
38111732	Literary 	79.6
38111733	Literary 	93.7
38111734	Literary 	66.9
38111735	Literary 	91.6
38111741	Literary 	62.7
38111742	Literary 	77.3
38111743	Literary 	92.7
38111744	Literary 	78
38111745	Literary 	84.7
38111746	Literary 	66.7
38111747	Literary 	85.4
38111748	Literary 	95.4
38111749	Literary 	62.9
38111750	Literary 	66.3
38111751	Literary 	80.4
38111752	Literary 	91.9
38111753	Literary 	78.4
38111754	Literary 	81.9
38111756	Literary 	54.4
38111757	Literary 	68.6
38111759	Literary 	80.7
38111760	Literary 	71.4
38111761	Literary 	64
38111762	Literary 	83.1
38111763	Literary 	90.9
38111764	Literary 	70.9
38111765	Literary 	69.4
38111766	Literary 	65.6
38111767	Literary 	76.1
38111768	Literary 	67.1
38111770	Literary 	86.7
38111771	Literary 	76.7
38111772	Literary 	84.7
38111773	Literary 	61.3
38111774	Literary 	87.4
38111775	Literary 	65.3
38111776	Literary 	77.1
38111777	Literary 	66.3
38111779	Literary 	92.3
38111780	Literary 	91.9
38111782	Literary 	83
38111783	Literary 	77.1
38111784	Literary 	59.9
38111787	Literary 	61.6
38111789	Literary 	65.6
38111790	Literary 	61.6
38111792	Literary 	60
38111794	Literary 	93.3
38111796	Literary 	87.4
38111798	Literary 	83.7
38111803	Literary 	75.9
38111804	Literary 	72.3
38111806	Literary 	59.3
38111807	Literary 	66.7
38111808	Literary 	88.9
38111809	Literary 	69.9
38111810	Literary 	69.6
38111816	Literary 	64.6
38111820	Literary 	68.1
38111821	Literary 	69.3
38111822	Literary 	64.4
38111823	Literary 	84.1
38111825	Literary 	85.6
38111826	Literary 	68
38111829	Literary 	77.7
38111830	Literary 	62.1
38111831	Literary 	77.9
38111833	Literary 	90.6
38111834	Literary 	89.6
38111837	Literary 	81.6
38111838	Literary 	63.4
38111840	Literary 	95.9
38111841	Literary 	80.9
38111848	Literary 	60
38111851	Literary 	91.9
38111852	Literary 	55.3
38111854	Literary 	83.6
38111855	Literary 	91.6
38111857	Literary 	58.6
38111858	Literary 	90.4
38111859	Literary 	69.4
38111862	Literary 	89.7
38111863	Literary 	78.4
38111865	Literary 	94.6
38111866	Literary 	63.7
38111867	Literary 	61.9
38111868	Literary 	89.7
38111869	Literary 	54.6
38111870	Literary 	82.4
38111871	Literary 	86.7
38111872	Literary 	82.4
38111873	Literary 	63.4
38111874	Literary 	95.4
38111876	Literary 	78.6
38111877	Literary 	56.7
38111878	Literary 	69.3
38111879	Literary 	85.3
38111881	Literary 	79.9
38111882	Literary 	94
38111883	Literary 	64.4
38111887	Literary 	58.7
38111888	Literary 	67.1
38111889	Literary 	86.9
38111890	Literary 	92.1
38111891	Literary 	57.7
38111892	Literary 	71.9
38111896	Literary 	72.7
38111897	Literary 	81.6
38111898	Literary 	94.4
38111900	Literary 	78.1
38111901	Literary 	61.6
38111903	Literary 	81.1
38111905	Literary 	68.3
38111909	Literary 	93.3
38111910	Literary 	71.9
38111912	Literary 	91.4
38111913	Literary 	77.9
38111915	Literary 	90.7
38111917	Literary 	79.4
38111918	Literary 	59.6
38111920	Literary 	81.9
38111922	Literary 	84.4
38111924	Literary 	95.3
38111926	Literary 	52.9
38111927	Literary 	61.9
38111930	Literary 	92.1
38111931	Literary 	74.7
38111932	Literary 	61.3
38111937	Literary 	90.4
38111938	Literary 	59.6
38111939	Literary 	69.3
38111940	Literary 	85.1
38111942	Literary 	70.1
38111943	Literary 	85.7
38111944	Literary 	81.3
38111946	Literary 	86.9
38111947	Literary 	70
38111948	Literary 	77.3
38111949	Literary 	87.1
38111950	Literary 	71.4
38111951	Literary 	79.4
38111956	Literary 	86.9
38111964	Literary 	76
38111965	Literary 	83.1
38111966	Literary 	61.6
38111970	Literary 	76.1
38111974	Literary 	85.9
38111975	Literary 	65.4
38111976	Literary 	69.9
38111977	Literary 	61.9
38111978	Literary 	80.1
38111979	Literary 	89.6
38111980	Literary 	51.3
38111981	Literary 	86.7
38111983	Literary 	97
38111985	Literary 	89.4
38111987	Literary 	90.6
38111989	Literary 	86.6
38111991	Literary 	91.6
38111994	Literary 	84.3
38111995	Literary 	67.1
38111997	Literary 	73.4
38111998	Literary 	66
38111999	Literary 	94.1
38112000	Literary 	62.1
38112001	Literary 	87.3
38112002	Literary 	80.4
38112003	Literary 	83.4
38112004	Literary 	77.7
38112007	Literary 	76.9
38112008	Literary 	92.4
38112009	Literary 	89.6
38112010	Literary 	62.1
38112011	Literary 	71.6
38112012	Literary 	63.1
38112013	Literary 	77.3
38112014	Literary 	82.4
38112015	Literary 	60
38112018	Literary 	88.7
38112019	Literary 	76.7
38112020	Literary 	67
38112021	Literary 	65.1
38112023	Literary 	68.9
38112025	Literary 	54.6
38112028	Literary 	88.4
38112030	Literary 	86.4
38112031	Literary 	87.7
38112034	Literary 	67.7
38112035	Literary 	74.9
38112036	Literary 	65.9
38112038	Literary 	90
38112039	Literary 	59.4
38112040	Literary 	60.7
38112042	Literary 	74.9
38112043	Literary 	63.1
38112044	Literary 	92.6
38112045	Literary 	63.7
38112046	Literary 	73.4
38112047	Literary 	63.3
38112049	Literary 	73.9
38112050	Literary 	57.3
38112051	Literary 	65.6
38112052	Literary 	68.3
38112053	Literary 	73.1
38112054	Literary 	57.7
38112057	Literary 	75.3
38112058	Literary 	83.7
38112059	Literary 	87.9
38112060	Literary 	65.3
38112061	Literary 	85.7
38112063	Literary 	69.7
38112064	Literary 	88.3
38112065	Literary 	60.1
38112066	Literary 	55.9
38112068	Literary 	59.9
38112069	Literary 	94.1
38112070	Literary 	56
38112071	Literary 	95.9
38112072	Literary 	80.1
38112075	Literary 	58.9
38112076	Literary 	76.7
38112081	Literary 	96.4
38112082	Literary 	68.3
38112083	Literary 	60.9
38112084	Literary 	89.6
38112085	Literary 	81.9
38112086	Literary 	57.1
38112087	Literary 	66.4
38112089	Literary 	62.4
38112091	Literary 	61.4
38112092	Literary 	95.3
38112095	Literary 	53
38112097	Literary 	73.4
38112099	Literary 	64.3
38112102	Literary 	75.4
38112103	Literary 	67.6
38112104	Literary 	91.7
38112105	Literary 	68
38112108	Literary 	71.6
38112109	Literary 	68.4
38112110	Literary 	76.7
38112113	Literary 	84.4
38112116	Literary 	93.7
38112117	Literary 	66.1
38112118	Literary 	61.4
38112119	Literary 	87.7
38112120	Literary 	90.6
38112121	Literary 	69.7
38112125	Literary 	63.9
38112126	Literary 	89.1
38112130	Literary 	76.9
38112131	Literary 	66.9
38112132	Literary 	68.4
38112133	Literary 	53.7
38112134	Literary 	72.1
38112135	Literary 	94.1
38112138	Literary 	85.9
38112139	Literary 	86.6
